LOCATION CODE,COUNTY,AREA NAME,REGION,SCHOOL YEARS,NO. OVERWEIGHT,PCT OVERWEIGHT,NO. OBESE,PCT OBESE,NO. OVERWEIGHT OR OBESE,PCT OVERWEIGHT OR OBESE,GRADE LEVEL,AREA TYPE,STREET ADDRESS,CITY,STATE,ZIP CODE,Location 1
450801,ORLEANS,MEDINA CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,37,14.70%,49,19.40%,86,34.10%,MIDDLE/HIGH,SCHOOL DISTRICT,1 MUSTANG DR,MEDINA,NY,14103,"(43.2083, -78.3911)"
451001,ORLEANS,LYNDONVILLE CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,42,19.40%,42,19.40%,84,38.70%,DISTRICT TOTAL,SCHOOL DISTRICT,25 HOUSEL AVE,LYNDONVILLE,NY,14098,"(43.3237, -78.394)"
451001,ORLEANS,LYNDONVILLE CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,23,17.30%,20,15%,43,32.30%,ELEMENTARY,SCHOOL DISTRICT,25 HOUSEL AVE,LYNDONVILLE,NY,14098,"(43.3237, -78.394)"
451001,ORLEANS,LYNDONVILLE CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,19,22.60%,22,26.20%,41,48.80%,MIDDLE/HIGH,SCHOOL DISTRICT,25 HOUSEL AVE,LYNDONVILLE,NY,14098,"(43.3237, -78.394)"
460102,OSWEGO,ALTMAR PARISH-WILLIAMSTOWN CENTRAL SCH DIST.,CENTRAL NEW YORK,2010-2012,74,16.50%,120,26.70%,194,43.20%,DISTRICT TOTAL,SCHOOL DISTRICT,639 COUNTY RT 22,PARISH,NY,13131,"(43.442, -76.0531)"
460102,OSWEGO,ALTMAR PARISH-WILLIAMSTOWN CENTRAL SCH DIST.,CENTRAL NEW YORK,2010-2012,45,18.40%,64,26.20%,109,44.70%,ELEMENTARY,SCHOOL DISTRICT,639 COUNTY RT 22,PARISH,NY,13131,"(43.442, -76.0531)"
460102,OSWEGO,ALTMAR PARISH-WILLIAMSTOWN CENTRAL SCH DIST.,CENTRAL NEW YORK,2010-2012,29,14.10%,56,27.30%,85,41.50%,MIDDLE/HIGH,SCHOOL DISTRICT,639 COUNTY RT 22,PARISH,NY,13131,"(43.442, -76.0531)"
460500,OSWEGO,FULTON CITY SCHOOLS,CENTRAL NEW YORK,2010-2012,210,20.10%,180,17.30%,390,37.40%,DISTRICT TOTAL,SCHOOL DISTRICT,167 S 4TH ST,FULTON,NY,13069,"(43.3223, -76.412)"
460500,OSWEGO,FULTON CITY SCHOOLS,CENTRAL NEW YORK,2010-2012,132,20.70%,103,16.20%,235,36.90%,ELEMENTARY,SCHOOL DISTRICT,167 S 4TH ST,FULTON,NY,13069,"(43.3223, -76.412)"
460500,OSWEGO,FULTON CITY SCHOOLS,CENTRAL NEW YORK,2010-2012,78,19.60%,77,19.40%,155,39%,MIDDLE/HIGH,SCHOOL DISTRICT,167 S 4TH ST,FULTON,NY,13069,"(43.3223, -76.412)"
460701,OSWEGO,HANNIBAL CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,111,20%,147,26.40%,258,46.40%,DISTRICT TOTAL,SCHOOL DISTRICT,928 CAYUGA ST,HANNIBAL,NY,13074,"(43.3179, -76.5793)"
460701,OSWEGO,HANNIBAL CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,75,22.50%,85,25.50%,160,48%,ELEMENTARY,SCHOOL DISTRICT,928 CAYUGA ST,HANNIBAL,NY,13074,"(43.3179, -76.5793)"
460701,OSWEGO,HANNIBAL CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,36,16.10%,62,27.80%,98,43.90%,MIDDLE/HIGH,SCHOOL DISTRICT,928 CAYUGA ST,HANNIBAL,NY,13074,"(43.3179, -76.5793)"
460801,OSWEGO,CENTRAL SQUARE CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,168,17.70%,190,20%,358,37.80%,DISTRICT TOTAL,SCHOOL DISTRICT,642 S MAIN ST,CENTRAL SQUARE,NY,13036,"(43.285, -76.1458)"
460801,OSWEGO,CENTRAL SQUARE CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,101,17.20%,111,18.90%,212,36.10%,ELEMENTARY,SCHOOL DISTRICT,642 S MAIN ST,CENTRAL SQUARE,NY,13036,"(43.285, -76.1458)"
460801,OSWEGO,CENTRAL SQUARE CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,67,18.60%,79,21.90%,146,40.40%,MIDDLE/HIGH,SCHOOL DISTRICT,642 S MAIN ST,CENTRAL SQUARE,NY,13036,"(43.285, -76.1458)"
460901,OSWEGO,MEXICO CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,120,17.60%,161,23.60%,281,41.10%,DISTRICT TOTAL,SCHOOL DISTRICT,40 ACADEMY ST,MEXICO,NY,13114,"(43.4627, -76.2374)"
460901,OSWEGO,MEXICO CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,62,15.90%,87,22.30%,149,38.20%,ELEMENTARY,SCHOOL DISTRICT,40 ACADEMY ST,MEXICO,NY,13114,"(43.4627, -76.2374)"
460901,OSWEGO,MEXICO CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,58,20.30%,74,25.90%,132,46.20%,MIDDLE/HIGH,SCHOOL DISTRICT,40 ACADEMY ST,MEXICO,NY,13114,"(43.4627, -76.2374)"
461300,OSWEGO,OSWEGO CITY SCHOOLS,CENTRAL NEW YORK,2010-2012,234,14.60%,463,28.80%,697,43.40%,DISTRICT TOTAL,SCHOOL DISTRICT,120 E 1ST ST,OSWEGO,NY,13126,"(43.4568, -76.5077)"
461300,OSWEGO,OSWEGO CITY SCHOOLS,CENTRAL NEW YORK,2010-2012,134,12.20%,343,31.10%,477,43.30%,ELEMENTARY,SCHOOL DISTRICT,120 E 1ST ST,OSWEGO,NY,13126,"(43.4568, -76.5077)"
461300,OSWEGO,OSWEGO CITY SCHOOLS,CENTRAL NEW YORK,2010-2012,100,20%,120,24%,220,43.90%,MIDDLE/HIGH,SCHOOL DISTRICT,120 E 1ST ST,OSWEGO,NY,13126,"(43.4568, -76.5077)"
461801,OSWEGO,PULASKI CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,82,22.70%,98,27.10%,180,49.70%,DISTRICT TOTAL,SCHOOL DISTRICT,2 HINMAN RD,PULASKI,NY,13142,"(43.5706, -76.1359)"
461801,OSWEGO,PULASKI CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,56,27.50%,51,25%,107,52.50%,ELEMENTARY,SCHOOL DISTRICT,2 HINMAN RD,PULASKI,NY,13142,"(43.5706, -76.1359)"
461801,OSWEGO,PULASKI CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,26,16.50%,47,29.70%,73,46.20%,MIDDLE/HIGH,SCHOOL DISTRICT,2 HINMAN RD,PULASKI,NY,13142,"(43.5706, -76.1359)"
461901,OSWEGO,SANDY CREEK CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,37,12.20%,54,17.80%,91,30%,DISTRICT TOTAL,SCHOOL DISTRICT,124 SALISBURY ST,SANDY CREEK,NY,13145,"(43.6461, -76.077)"
461901,OSWEGO,SANDY CREEK CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,23,12.60%,29,15.90%,52,28.60%,ELEMENTARY,SCHOOL DISTRICT,124 SALISBURY ST,SANDY CREEK,NY,13145,"(43.6461, -76.077)"
461901,OSWEGO,SANDY CREEK CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,14,11.60%,25,20.70%,39,32.20%,MIDDLE/HIGH,SCHOOL DISTRICT,124 SALISBURY ST,SANDY CREEK,NY,13145,"(43.6461, -76.077)"
462001,OSWEGO,PHOENIX CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,113,17.70%,167,26.20%,280,43.90%,DISTRICT TOTAL,SCHOOL DISTRICT,116 VOLNEY ST,PHOENIX,NY,13135,"(43.2391, -76.3007)"
462001,OSWEGO,PHOENIX CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,51,17.10%,95,31.80%,146,48.80%,ELEMENTARY,SCHOOL DISTRICT,116 VOLNEY ST,PHOENIX,NY,13135,"(43.2391, -76.3007)"
462001,OSWEGO,PHOENIX CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,62,18.50%,72,21.40%,134,39.90%,MIDDLE/HIGH,SCHOOL DISTRICT,116 VOLNEY ST,PHOENIX,NY,13135,"(43.2391, -76.3007)"
470202,OTSEGO,GILBERTVILLE-MT UPTON CSD,NORTHEASTERN NEW YORK,2010-2012,20,15.90%,23,18.30%,43,34.10%,DISTRICT TOTAL,SCHOOL DISTRICT,693 STATE HWY 51,GILBERTSVILLE,NY,13776,"(42.4419, -75.3457)"
470202,OTSEGO,GILBERTVILLE-MT UPTON CSD,NORTHEASTERN NEW YORK,2010-2012,16,28.10%,5,8.80%,21,36.80%,ELEMENTARY,SCHOOL DISTRICT,693 STATE HWY 51,GILBERTSVILLE,NY,13776,"(42.4419, -75.3457)"
470202,OTSEGO,GILBERTVILLE-MT UPTON CSD,NORTHEASTERN NEW YORK,2010-2012,12,19%,14,22.20%,26,41.30%,MIDDLE/HIGH,SCHOOL DISTRICT,693 STATE HWY 51,GILBERTSVILLE,NY,13776,"(42.4419, -75.3457)"
470501,OTSEGO,EDMESTON CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,27,15.90%,34,20%,61,35.90%,DISTRICT TOTAL,SCHOOL DISTRICT,11 NORTH ST,EDMESTON,NY,13335,"(42.699, -75.2448)"
470501,OTSEGO,EDMESTON CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,11,11.30%,25,25.80%,36,37.10%,ELEMENTARY,SCHOOL DISTRICT,11 NORTH ST,EDMESTON,NY,13335,"(42.699, -75.2448)"
470501,OTSEGO,EDMESTON CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,16,25%,5,7.80%,21,32.80%,MIDDLE/HIGH,SCHOOL DISTRICT,11 NORTH ST,EDMESTON,NY,13335,"(42.699, -75.2448)"
470801,OTSEGO,LAURENS CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,6,6.10%,26,26.50%,32,32.70%,DISTRICT TOTAL,SCHOOL DISTRICT,55 MAIN ST,LAURENS,NY,13796,"(42.5311, -75.0889)"
470801,OTSEGO,LAURENS CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,,,12,23.10%,12,23.10%,ELEMENTARY,SCHOOL DISTRICT,55 MAIN ST,LAURENS,NY,13796,"(42.5311, -75.0889)"
470801,OTSEGO,LAURENS CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,,,18,40.90%,18,40.90%,MIDDLE/HIGH,SCHOOL DISTRICT,55 MAIN ST,LAURENS,NY,13796,"(42.5311, -75.0889)"
470901,OTSEGO,SCHENEVUS CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,18,17.10%,15,14.30%,33,31.40%,DISTRICT TOTAL,SCHOOL DISTRICT,159 MAIN ST,SCHENEVUS,NY,12155,"(42.5496, -74.8184)"
470901,OTSEGO,SCHENEVUS CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,8,13.30%,8,13.30%,16,26.70%,ELEMENTARY,SCHOOL DISTRICT,159 MAIN ST,SCHENEVUS,NY,12155,"(42.5496, -74.8184)"
470901,OTSEGO,SCHENEVUS CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,,,5,15.20%,5,15.20%,MIDDLE/HIGH,SCHOOL DISTRICT,159 MAIN ST,SCHENEVUS,NY,12155,"(42.5496, -74.8184)"
471101,OTSEGO,MILFORD CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,,,,,,,DISTRICT TOTAL,SCHOOL DISTRICT,42 W MAIN ST,MILFORD,NY,13807,"(42.5911, -74.9509)"
471101,OTSEGO,MILFORD CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,,,,,,,ELEMENTARY,SCHOOL DISTRICT,42 W MAIN ST,MILFORD,NY,13807,"(42.5911, -74.9509)"
471101,OTSEGO,MILFORD CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,,,,,,,MIDDLE/HIGH,SCHOOL DISTRICT,42 W MAIN ST,MILFORD,NY,13807,"(42.5911, -74.9509)"
471201,OTSEGO,MORRIS CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,17,15.50%,15,13.60%,32,29.10%,DISTRICT TOTAL,SCHOOL DISTRICT,65 MAIN ST,MORRIS,NY,13808,"(42.5507, -75.2373)"
471201,OTSEGO,MORRIS CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,6,10.90%,,,6,10.90%,ELEMENTARY,SCHOOL DISTRICT,65 MAIN ST,MORRIS,NY,13808,"(42.5507, -75.2373)"
471201,OTSEGO,MORRIS CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,5,16.70%,,,5,16.70%,MIDDLE/HIGH,SCHOOL DISTRICT,65 MAIN ST,MORRIS,NY,13808,"(42.5507, -75.2373)"
471400,OTSEGO,ONEONTA CITY SCHOOLS,NORTHEASTERN NEW YORK,2010-2012,132,18.80%,116,16.50%,248,35.30%,DISTRICT TOTAL,SCHOOL DISTRICT,189 MAIN ST,ONEONTA,NY,13820,"(42.4539, -75.0626)"
471400,OTSEGO,ONEONTA CITY SCHOOLS,NORTHEASTERN NEW YORK,2010-2012,78,17.80%,69,15.70%,147,33.50%,ELEMENTARY,SCHOOL DISTRICT,189 MAIN ST,ONEONTA,NY,13820,"(42.4539, -75.0626)"
471400,OTSEGO,ONEONTA CITY SCHOOLS,NORTHEASTERN NEW YORK,2010-2012,54,20.80%,47,18.10%,101,38.80%,MIDDLE/HIGH,SCHOOL DISTRICT,189 MAIN ST,ONEONTA,NY,13820,"(42.4539, -75.0626)"
471601,OTSEGO,OTEGO-UNADILLA CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,57,18.80%,66,21.70%,123,40.50%,DISTRICT TOTAL,SCHOOL DISTRICT,2641 STATE HWY 7,OTEGO,NY,13825,"(42.3705, -75.2243)"
471601,OTSEGO,OTEGO-UNADILLA CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,38,19.70%,44,22.80%,82,42.50%,ELEMENTARY,SCHOOL DISTRICT,2641 STATE HWY 7,OTEGO,NY,13825,"(42.3705, -75.2243)"
471601,OTSEGO,OTEGO-UNADILLA CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,19,17.10%,22,19.80%,41,36.90%,MIDDLE/HIGH,SCHOOL DISTRICT,2641 STATE HWY 7,OTEGO,NY,13825,"(42.3705, -75.2243)"
471701,OTSEGO,COOPERSTOWN CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,51,16.20%,46,14.60%,97,30.90%,DISTRICT TOTAL,SCHOOL DISTRICT,39 LINDEN AVE,COOPERSTOWN,NY,13326,"(42.6904, -74.9347)"
471701,OTSEGO,COOPERSTOWN CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,25,15.80%,16,10.10%,41,25.90%,ELEMENTARY,SCHOOL DISTRICT,39 LINDEN AVE,COOPERSTOWN,NY,13326,"(42.6904, -74.9347)"
471701,OTSEGO,COOPERSTOWN CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,26,16.70%,30,19.20%,56,35.90%,MIDDLE/HIGH,SCHOOL DISTRICT,39 LINDEN AVE,COOPERSTOWN,NY,13326,"(42.6904, -74.9347)"
472001,OTSEGO,RICHFLD SPRINGS CENT SCH,NORTHEASTERN NEW YORK,2010-2012,24,16.90%,31,21.80%,55,38.70%,DISTRICT TOTAL,SCHOOL DISTRICT,93 MAIN ST,RICHFIELD SPRINGS,NY,13439,"(42.8542, -74.9906)"
472001,OTSEGO,RICHFLD SPRINGS CENT SCH,NORTHEASTERN NEW YORK,2010-2012,8,10.80%,19,25.70%,27,36.50%,ELEMENTARY,SCHOOL DISTRICT,93 MAIN ST,RICHFIELD SPRINGS,NY,13439,"(42.8542, -74.9906)"
472001,OTSEGO,RICHFLD SPRINGS CENT SCH,NORTHEASTERN NEW YORK,2010-2012,12,19.70%,9,14.80%,21,34.40%,MIDDLE/HIGH,SCHOOL DISTRICT,93 MAIN ST,RICHFIELD SPRINGS,NY,13439,"(42.8542, -74.9906)"
472202,OTSEGO,CHERRY VALLEY SPRINGFIELD CENT SCHOOL,NORTHEASTERN NEW YORK,2010-2012,35,19.10%,25,13.70%,60,32.80%,DISTRICT TOTAL,SCHOOL DISTRICT,597 COUNTY HWY 54,CHERRY VALLEY,NY,13320,"(42.8144, -74.7703)"
472202,OTSEGO,CHERRY VALLEY SPRINGFIELD CENT SCHOOL,NORTHEASTERN NEW YORK,2010-2012,21,16.80%,21,16.80%,42,33.60%,ELEMENTARY,SCHOOL DISTRICT,597 COUNTY HWY 54,CHERRY VALLEY,NY,13320,"(42.8144, -74.7703)"
472202,OTSEGO,CHERRY VALLEY SPRINGFIELD CENT SCHOOL,NORTHEASTERN NEW YORK,2010-2012,14,22.20%,10,15.90%,24,38.10%,MIDDLE/HIGH,SCHOOL DISTRICT,597 COUNTY HWY 54,CHERRY VALLEY,NY,13320,"(42.8144, -74.7703)"
472506,OTSEGO,WORCESTER CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,9,9.30%,24,24.70%,33,34%,DISTRICT TOTAL,SCHOOL DISTRICT,198 MAIN ST,WORCESTER,NY,12197,"(42.5915, -74.7511)"
472506,OTSEGO,WORCESTER CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,5,6.70%,17,22.70%,22,29.30%,ELEMENTARY,SCHOOL DISTRICT,198 MAIN ST,WORCESTER,NY,12197,"(42.5915, -74.7511)"
472506,OTSEGO,WORCESTER CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,7,14.60%,7,14.60%,14,29.20%,MIDDLE/HIGH,SCHOOL DISTRICT,198 MAIN ST,WORCESTER,NY,12197,"(42.5915, -74.7511)"
480101,PUTNAM,MAHOPAC CENTRAL SCHOOL,HUDSON VALLEY,2010-2012,205,13.90%,255,17.30%,460,31.20%,DISTRICT TOTAL,SCHOOL DISTRICT,179 E LAKE BLVD,MAHOPAC,NY,10541,"(41.3772, -73.7291)"
480101,PUTNAM,MAHOPAC CENTRAL SCHOOL,HUDSON VALLEY,2010-2012,101,13.70%,125,16.90%,226,30.60%,ELEMENTARY,SCHOOL DISTRICT,179 E LAKE BLVD,MAHOPAC,NY,10541,"(41.3772, -73.7291)"
480101,PUTNAM,MAHOPAC CENTRAL SCHOOL,HUDSON VALLEY,2010-2012,104,14.20%,130,17.70%,234,31.90%,MIDDLE/HIGH,SCHOOL DISTRICT,179 E LAKE BLVD,MAHOPAC,NY,10541,"(41.3772, -73.7291)"
480102,PUTNAM,CARMEL CENTRAL SCHOOL,HUDSON VALLEY,2010-2012,260,16.50%,291,18.50%,551,35.10%,DISTRICT TOTAL,SCHOOL DISTRICT,81 SOUTH ST,PATTERSON,NY,12563,"(41.5081, -73.6064)"
480102,PUTNAM,CARMEL CENTRAL SCHOOL,HUDSON VALLEY,2010-2012,149,16.60%,164,18.30%,313,34.90%,ELEMENTARY,SCHOOL DISTRICT,81 SOUTH ST,PATTERSON,NY,12563,"(41.5081, -73.6064)"
480102,PUTNAM,CARMEL CENTRAL SCHOOL,HUDSON VALLEY,2010-2012,111,16.60%,127,19%,238,35.50%,MIDDLE/HIGH,SCHOOL DISTRICT,81 SOUTH ST,PATTERSON,NY,12563,"(41.5081, -73.6064)"
480401,PUTNAM,HALDANE CENT SCH OF PHILIPSTWN,HUDSON VALLEY,2010-2012,20,10.10%,29,14.60%,49,24.60%,DISTRICT TOTAL,SCHOOL DISTRICT,15 CRAIGSIDE DR,COLD SPRING,NY,10516,"(41.4213, -73.9566)"
480401,PUTNAM,HALDANE CENT SCH OF PHILIPSTWN,HUDSON VALLEY,2010-2012,13,11.80%,17,15.50%,30,27.30%,ELEMENTARY,SCHOOL DISTRICT,15 CRAIGSIDE DR,COLD SPRING,NY,10516,"(41.4213, -73.9566)"
480401,PUTNAM,HALDANE CENT SCH OF PHILIPSTWN,HUDSON VALLEY,2010-2012,5,5.70%,12,13.80%,17,19.50%,MIDDLE/HIGH,SCHOOL DISTRICT,15 CRAIGSIDE DR,COLD SPRING,NY,10516,"(41.4213, -73.9566)"
480404,PUTNAM,GARRISON UNION FREE SCHOOL,HUDSON VALLEY,2010-2012,,,,,,,DISTRICT TOTAL,SCHOOL DISTRICT,1100 RT 9D,GARRISON,NY,10524,"(41.3806, -73.9401)"
480404,PUTNAM,GARRISON UNION FREE SCHOOL,HUDSON VALLEY,2010-2012,,,,,,,ELEMENTARY,SCHOOL DISTRICT,1100 RT 9D,GARRISON,NY,10524,"(41.3806, -73.9401)"
480404,PUTNAM,GARRISON UNION FREE SCHOOL,HUDSON VALLEY,2010-2012,,,,,,,MIDDLE/HIGH,SCHOOL DISTRICT,1100 RT 9D,GARRISON,NY,10524,"(41.3806, -73.9401)"
480503,PUTNAM,PUTNAM VALLEY CENTRAL SCHOOL,HUDSON VALLEY,2010-2012,73,16.30%,70,15.70%,143,32%,DISTRICT TOTAL,SCHOOL DISTRICT,146 PEEKSKLL HOLLW RD,PUTNAM VALLEY,NY,10579,"(41.3372, -73.8602)"
480503,PUTNAM,PUTNAM VALLEY CENTRAL SCHOOL,HUDSON VALLEY,2010-2012,43,17.80%,37,15.40%,80,33.20%,ELEMENTARY,SCHOOL DISTRICT,146 PEEKSKLL HOLLW RD,PUTNAM VALLEY,NY,10579,"(41.3372, -73.8602)"
480503,PUTNAM,PUTNAM VALLEY CENTRAL SCHOOL,HUDSON VALLEY,2010-2012,30,14.60%,33,16%,63,30.60%,MIDDLE/HIGH,SCHOOL DISTRICT,146 PEEKSKLL HOLLW RD,PUTNAM VALLEY,NY,10579,"(41.3372, -73.8602)"
480601,PUTNAM,BREWSTER CENTRAL SCHOOL,HUDSON VALLEY,2010-2012,145,15%,172,17.80%,317,32.80%,DISTRICT TOTAL,SCHOOL DISTRICT,30 FARM-TO-MARKET RD,BREWSTER,NY,10509,"(41.4375, -73.6069)"
480601,PUTNAM,BREWSTER CENTRAL SCHOOL,HUDSON VALLEY,2010-2012,68,14.50%,95,20.30%,163,34.80%,ELEMENTARY,SCHOOL DISTRICT,30 FARM-TO-MARKET RD,BREWSTER,NY,10509,"(41.4375, -73.6069)"
480601,PUTNAM,BREWSTER CENTRAL SCHOOL,HUDSON VALLEY,2010-2012,77,15.40%,77,15.40%,154,30.90%,MIDDLE/HIGH,SCHOOL DISTRICT,30 FARM-TO-MARKET RD,BREWSTER,NY,10509,"(41.4375, -73.6069)"
490101,RENSSELAER,BERLIN CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,65,19.50%,58,17.40%,123,36.80%,DISTRICT TOTAL,SCHOOL DISTRICT,53 SCHOOL ST,BERLIN,NY,12022,"(42.6899, -73.3663)"
490101,RENSSELAER,BERLIN CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,44,22%,32,16%,76,38%,ELEMENTARY,SCHOOL DISTRICT,53 SCHOOL ST,BERLIN,NY,12022,"(42.6899, -73.3663)"
490101,RENSSELAER,BERLIN CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,21,16.20%,26,20%,47,36.20%,MIDDLE/HIGH,SCHOOL DISTRICT,53 SCHOOL ST,BERLIN,NY,12022,"(42.6899, -73.3663)"
490202,RENSSELAER,BRUNSWICK CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,94,22.50%,55,13.20%,149,35.70%,DISTRICT TOTAL,SCHOOL DISTRICT,3992 NY RT 2,TROY,NY,12180,"(42.7503, -73.5713)"
490202,RENSSELAER,BRUNSWICK CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,43,19.70%,42,19.30%,85,39%,ELEMENTARY,SCHOOL DISTRICT,3992 NY RT 2,TROY,NY,12180,"(42.7503, -73.5713)"
490202,RENSSELAER,BRUNSWICK CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,51,25.60%,13,6.50%,64,32.20%,MIDDLE/HIGH,SCHOOL DISTRICT,3992 NY RT 2,TROY,NY,12180,"(42.7503, -73.5713)"
490301,RENSSELAER,EAST GREENBUSH CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,259,17.10%,238,15.70%,497,32.80%,DISTRICT TOTAL,SCHOOL DISTRICT,29 ENGLEWOOD AVE,EAST GREENBUSH,NY,12061,"(42.6005, -73.7064)"
490301,RENSSELAER,EAST GREENBUSH CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,169,19.90%,128,15.10%,297,34.90%,ELEMENTARY,SCHOOL DISTRICT,29 ENGLEWOOD AVE,EAST GREENBUSH,NY,12061,"(42.6005, -73.7064)"
490301,RENSSELAER,EAST GREENBUSH CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,90,13.70%,110,16.80%,200,30.50%,MIDDLE/HIGH,SCHOOL DISTRICT,29 ENGLEWOOD AVE,EAST GREENBUSH,NY,12061,"(42.6005, -73.7064)"
490501,RENSSELAER,HOOSICK FALLS CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,51,20.40%,64,25.60%,115,46%,DISTRICT TOTAL,SCHOOL DISTRICT,21187 NY RT 22,HOOSICK FALLS,NY,12090,"(42.8747, -73.3559)"
490501,RENSSELAER,HOOSICK FALLS CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,23,17.30%,35,26.30%,58,43.60%,ELEMENTARY,SCHOOL DISTRICT,21187 NY RT 22,HOOSICK FALLS,NY,12090,"(42.8747, -73.3559)"
490501,RENSSELAER,HOOSICK FALLS CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,28,23.90%,29,24.80%,57,48.70%,MIDDLE/HIGH,SCHOOL DISTRICT,21187 NY RT 22,HOOSICK FALLS,NY,12090,"(42.8747, -73.3559)"
490601,RENSSELAER,LANSINGBURGH CENT SCH AT TROY,NORTHEASTERN NEW YORK,2010-2012,115,17.70%,150,23.10%,265,40.80%,DISTRICT TOTAL,SCHOOL DISTRICT,576 5TH AVE,TROY,NY,12182,"(42.7742, -73.6739)"
490601,RENSSELAER,LANSINGBURGH CENT SCH AT TROY,NORTHEASTERN NEW YORK,2010-2012,57,21%,59,21.70%,116,42.60%,ELEMENTARY,SCHOOL DISTRICT,576 5TH AVE,TROY,NY,12182,"(42.7742, -73.6739)"
490601,RENSSELAER,LANSINGBURGH CENT SCH AT TROY,NORTHEASTERN NEW YORK,2010-2012,58,16.20%,80,22.30%,138,38.40%,MIDDLE/HIGH,SCHOOL DISTRICT,576 5TH AVE,TROY,NY,12182,"(42.7742, -73.6739)"
490801,RENSSELAER,NORTH GREENBUSH COMMON SCHOOL DIST,NORTHEASTERN NEW YORK,2010-2012,,,,,,,DISTRICT TOTAL,SCHOOL DISTRICT,476 N GREENBUSH RD,RENSSELAER,NY,12144,"(42.6593, -73.6932)"
490801,RENSSELAER,NORTH GREENBUSH COMMON SCHOOL DIST,NORTHEASTERN NEW YORK,2010-2012,,,,,,,ELEMENTARY,SCHOOL DISTRICT,476 N GREENBUSH RD,RENSSELAER,NY,12144,"(42.6593, -73.6932)"
490801,RENSSELAER,NORTH GREENBUSH COMMON SCHOOL DIST,NORTHEASTERN NEW YORK,2010-2012,,,,,,,MIDDLE/HIGH,SCHOOL DISTRICT,476 N GREENBUSH RD,RENSSELAER,NY,12144,"(42.6593, -73.6932)"
